timestamp,label,confidence,bin,overridden
2026-02-06T23:01:16,unknown,0.5835046440646188,Unknown / Manual Review,
2026-02-06T23:37:31,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:39:22,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:41:26,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:43:12,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:43:32,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:50:41,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:52:57,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:53:18,ram_stick,0.95,Unknown / Manual Review,
2026-02-06T23:53:23,ram_stick,0.95,Unknown / Manual Review,
2026-02-07T00:09:45,ram_stick,0.95,Unknown / Manual Review,
2026-02-07T00:10:11,ram_stick,0.95,Unknown / Manual Review,
2026-02-07T00:12:31,ram_stick,0.95,Unknown / Manual Review,
2026-02-07T00:41:25,unknown,0.8345481753349304,Unknown / Manual Review,
2026-02-07T00:42:11,unknown,0.8345481753349304,Unknown / Manual Review,
2026-02-07T11:22:46,unknown,0.3047118186950683,Unknown / Manual Review,
2026-02-07T11:47:04,flash_drive,0.3047118186950683,Storage (USB/Flash Drives),
2026-02-07T12:47:49,unknown,0.0,Unknown / Manual Review,
2026-02-07T12:48:05,flash_drive,0.3047118186950683,Storage (USB/Flash Drives),
2026-02-07T12:49:03,unknown,0.0,Unknown / Manual Review,
2026-02-07T12:49:29,flash_drive,0.3047118186950683,Storage (USB/Flash Drives),
2026-02-07T12:49:39,unknown,0.0,Unknown / Manual Review,
2026-02-07T12:51:19,unknown,0.0,Unknown / Manual Review,
2026-02-07T12:51:53,flash_drive,0.3047118186950683,Storage (USB/Flash Drives),
2026-02-07T12:52:27,unknown,0.0,Unknown / Manual Review,
2026-02-07T13:01:44,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:03:40,unknown,0.0,Unknown / Manual Review,
2026-02-07T13:07:49,unknown,0.0,Unknown / Manual Review,
2026-02-07T13:08:01,unknown,0.0,Unknown / Manual Review,
2026-02-07T13:10:29,flash_drive,0.0809307470917701,Storage (USB/Flash Drives),
2026-02-07T13:11:06,unknown,0.0809307470917701,Unknown / Manual Review,
2026-02-07T13:11:19,unknown,0.0809307470917701,Unknown / Manual Review,
2026-02-07T13:11:32,unknown,0.0809307470917701,Unknown / Manual Review,
2026-02-07T13:13:56,unknown,0.0809307470917701,Unknown / Manual Review,
2026-02-07T13:17:23,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:18:07,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:19:22,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:19:35,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:19:45,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:21:22,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:21:35,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T13:22:12,flash_drive,0.3047118186950683,Storage (USB/Flash Drives),
2026-02-07T13:23:51,flash_drive,0.0809307470917701,Storage (USB/Flash Drives),
2026-02-07T13:31:42,flash_drive,0.0809307470917701,Storage (USB/Flash Drives),
2026-02-07T13:53:30,unknown,0.116786316037178,Unknown / Manual Review,
2026-02-07T13:59:12,flash_drive,0.3047118186950683,Storage (USB/Flash Drives),
2026-02-07T13:59:30,unknown,0.0809307470917701,Unknown / Manual Review,
2026-02-07T13:59:39,flash_drive,0.0809307470917701,Storage (USB/Flash Drives),
2026-02-07T13:59:53,ram_stick,0.116786316037178,Components (CPU/RAM),
2026-02-07T14:01:05,ram_stick,0.2123542577028274,Components (CPU/RAM),
2026-02-07T14:01:28,flash_drive,0.0809307470917701,Storage (USB/Flash Drives),
2026-02-07T14:02:33,ram_stick,0.1107261776924133,Components (CPU/RAM),
2026-02-07T14:02:56,flash_drive,0.3047118186950683,Storage (USB/Flash Drives),
2026-02-07T14:04:40,unknown,0.1107261776924133,Unknown / Manual Review,
2026-02-07T14:04:51,ram_stick,0.1107261776924133,Components (CPU/RAM),
2026-02-07T14:20:11,cpu,0.8534507155418396,Components (CPU/RAM),
2026-02-07T14:25:39,unknown,0.1647370904684066,Unknown / Manual Review,
2026-02-07T14:25:50,ram_stick,0.1647370904684066,Components (CPU/RAM),
2026-02-07T14:26:15,ram_stick,0.8819089531898499,Components (CPU/RAM),
2026-02-07T14:26:59,ram_stick,0.1647370904684066,Components (CPU/RAM),
2026-02-07T14:29:33,cpu,0.9800606966018676,Components (CPU/RAM),
2026-02-07T14:33:03,cpu,0.9800606966018676,Components (CPU/RAM),
2026-02-07T14:35:13,cpu,0.9800606966018676,Components (CPU/RAM),
2026-02-07T15:05:57,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T15:07:09,unknown,0.0682586133480072,Unknown / Manual Review,False
2026-02-07T15:07:39,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T15:46:04,ram_stick,0.4509248435497284,Components (CPU/RAM),False
2026-02-07T16:53:18,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T16:53:59,unknown,0.0,Unknown / Manual Review,False
2026-02-07T16:54:34,unknown,0.1036045625805854,Unknown / Manual Review,False
2026-02-07T16:54:44,cpu,0.1036045625805854,Components (CPU/RAM),False
2026-02-07T16:54:56,cpu,0.1036045625805854,Components (CPU/RAM),False
2026-02-07T16:55:17,cpu,0.6675242781639099,Components (CPU/RAM),False
2026-02-07T16:57:19,unknown,0.3874252736568451,Unknown / Manual Review,False
2026-02-07T16:58:08,ram_stick,0.4008526504039764,Components (CPU/RAM),False
2026-02-07T18:19:02,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T19:26:23,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T21:10:12,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T21:28:24,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T21:38:40,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T21:41:16,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T21:55:08,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T21:56:43,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T21:59:56,cpu,0.9800606966018676,Components (CPU/RAM),False
2026-02-07T22:05:32,flash_drive,0.30471181869506836,Storage (USB/Flash Drives),False
